Sexo ,Edad,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Hombres,39,0.008061,0.00714379,0.00688382,0.00674508,0.00658774,0.00642045,0.00642808,0.00640216,0.00626947,0.00626075,0.00626454,0.00609658,0.00591561,0.00559532,0.00532705,0.00517769,0.00488084,0.00473523,0.00475627,0.0047109,0.00461252,0.0044792,0.00443224,0.00438451,0.00433489,0.00431555,0.0041583,0.00399646,0.00379892,0.00353952,0.003259,0.00309576,0.00304262,0.00303598,0.0029872,0.00308528,0.00311657,0.00325489,0.00344557,0.00360175,0.00368759,0.00361284,0.00347933,0.00344403,0.0034428,0.00348933
Hombres,40,0.00838195,0.00745362,0.00718203,0.00703333,0.00686508,0.00668846,0.00668955,0.00665435,0.00651451,0.00650491,0.00650555,0.00633136,0.00614574,0.00581555,0.00553974,0.00538923,0.00508249,0.00493494,0.00496056,0.00491637,0.00481621,0.00467829,0.00463113,0.00458574,0.00453686,0.00451988,0.00436092,0.00419409,0.00399504,0.00372798,0.0034355,0.0032658,0.00321308,0.00320612,0.0031531,0.00325247,0.00327765,0.00341601,0.00360878,0.00376381,0.00384932,0.00376907,0.00363021,0.00359534,0.00359864,0.00365587
Hombres,41,0.00873235,0.00778797,0.00750694,0.00735036,0.00717126,0.00698331,0.00698007,0.00694076,0.00678706,0.00677439,0.00677424,0.0065966,0.00640358,0.00605886,0.00577377,0.00562306,0.00531102,0.00516168,0.00519177,0.00514602,0.00504373,0.00490435,0.00485645,0.00480999,0.00476039,0.00474759,0.00458594,0.00441628,0.00421369,0.00393729,0.00363316,0.00345828,0.00340391,0.00339718,0.00333768,0.00343986,0.00346108,0.00359743,0.00379292,0.00394995,0.00403443,0.00394746,0.00380202,0.0037688,0.00377861,0.00384391
Hombres,42,0.00911244,0.00816133,0.00786747,0.00770447,0.00751189,0.00731217,0.00729837,0.00725338,0.00709107,0.0070724,0.0070732,0.00688748,0.00668964,0.00633076,0.00603893,0.00588615,0.00556325,0.00541417,0.00544615,0.00540165,0.00529726,0.00515288,0.00510745,0.00506071,0.00501147,0.00500148,0.00483642,0.00466514,0.00445694,0.00417048,0.00385431,0.00367148,0.00361559,0.00360865,0.00354587,0.00365051,0.00366576,0.00380234,0.00400155,0.00415991,0.00424381,0.00415041,0.00399842,0.00396612,0.0039813,0.00405667
Hombres,43,0.00953034,0.00856749,0.00826014,0.00808753,0.00788646,0.00767254,0.00765599,0.0076031,0.00742656,0.00740726,0.00740223,0.00721017,0.00700672,0.00663538,0.00633407,0.00618191,0.00584641,0.005692,0.00573413,0.00568849,0.00558177,0.00543214,0.005385,0.00533824,0.00529177,0.0052857,0.00511539,0.00493957,0.00472673,0.0044298,0.00409866,0.003908,0.00385162,0.00384617,0.00377745,0.00388346,0.00389333,0.00403146,0.00423365,0.00439578,0.00448,0.00437891,0.00422061,0.00418845,0.00421005,0.00429592
Hombres,44,0.00997783,0.00901351,0.00869216,0.00851555,0.00829699,0.00806851,0.00804679,0.00798542,0.00780037,0.00777502,0.00777387,0.0075728,0.00735757,0.00697225,0.00666365,0.00650623,0.00616073,0.00600607,0.00604996,0.00600851,0.00589663,0.00574139,0.00569321,0.00564925,0.0056003,0.00559735,0.00542206,0.00524485,0.00502431,0.00471731,0.00437032,0.00417112,0.00411317,0.00410875,0.00403345,0.00414362,0.00414618,0.00428516,0.00449329,0.00465826,0.0047436,0.00463546,0.0044711,0.00443976,0.00446615,0.00456161
Hombres,45,0.01046735,0.00949866,0.00916658,0.0089803,0.00875037,0.00850705,0.00848028,0.00841125,0.00820856,0.00818282,0.00818026,0.00796799,0.00774648,0.00734487,0.00702366,0.00686739,0.00650876,0.00634984,0.00640129,0.00636223,0.00624675,0.00608595,0.00603644,0.0059884,0.00594096,0.00594348,0.00576406,0.00558056,0.005355,0.00503237,0.00466936,0.00445946,0.00440199,0.00439768,0.00431621,0.00442906,0.00442628,0.0045679,0.00478296,0.0049518,0.00503854,0.00492223,0.0047496,0.00471868,0.00475089,0.00485891
Hombres,46,0.01100168,0.01003122,0.00968801,0.00948487,0.00924244,0.00898158,0.00895039,0.00887765,0.0086619,0.0086313,0.00862889,0.00840834,0.0081742,0.00775719,0.00742507,0.00726531,0.00689556,0.00673299,0.00679082,0.00675099,0.00663313,0.00646144,0.00641456,0.00636496,0.00631874,0.00632616,0.00613689,0.00594947,0.00571626,0.00538005,0.00499743,0.004779,0.00471861,0.00471666,0.00462731,0.00474607,0.00473715,0.00488054,0.00510109,0.00527785,0.00536675,0.00524176,0.00505964,0.005029,0.00506859,0.00518656
Hombres,47,0.01158476,0.01061237,0.01025231,0.01004468,0.00978744,0.00950668,0.00947098,0.00938905,0.00915816,0.00912323,0.00912063,0.00888915,0.00864958,0.00821046,0.00786444,0.0077072,0.00732114,0.00715057,0.00721937,0.00718068,0.00705709,0.00687854,0.00682926,0.00678205,0.00673399,0.00674446,0.00655088,0.00635606,0.00611363,0.00576263,0.00535723,0.00512751,0.00506703,0.00506639,0.00497074,0.00509306,0.00507662,0.0052235,0.00545414,0.005637,0.00572827,0.0055947,0.0054023,0.00537287,0.00541882,0.00554891
Hombres,48,0.01221303,0.01124702,0.01086823,0.01064916,0.01037461,0.01008233,0.01004003,0.00994586,0.00970207,0.00966556,0.00965871,0.00941538,0.00916795,0.00870938,0.00835109,0.00818988,0.00778554,0.00761349,0.00769441,0.0076526,0.00752432,0.00733563,0.00728519,0.00723535,0.00718609,0.00720306,0.00700075,0.00680002,0.00654985,0.00617871,0.00575102,0.00550991,0.00544966,0.00544903,0.0053453,0.00547219,0.00545036,0.00560039,0.00584155,0.00603123,0.00612587,0.00598287,0.00578154,0.00575159,0.00580513,0.00594689
Hombres,49,0.01290419,0.0119318,0.01154139,0.01130878,0.01101919,0.01070333,0.01065869,0.01055918,0.01029475,0.01025618,0.01025155,0.00999563,0.00973491,0.00925317,0.00888135,0.00871839,0.00829668,0.00812203,0.00821164,0.00817138,0.00803664,0.00783775,0.0077841,0.00773283,0.00768385,0.00770517,0.00749367,0.00728629,0.00702497,0.00663472,0.00618241,0.00592849,0.00586695,0.00586721,0.00575523,0.00588807,0.00585912,0.00601374,0.00626761,0.0064659,0.00656395,0.00641108,0.00619808,0.00616789,0.00622906,0.006384
Hombres,50,0.0136494,0.01268565,0.01226864,0.01203019,0.01171706,0.01138364,0.01133224,0.01122607,0.01094237,0.01089605,0.01089764,0.0106247,0.01035437,0.00985271,0.00945918,0.00929783,0.00885661,0.00867656,0.0087741,0.00874037,0.00860011,0.00838401,0.00833051,0.00827681,0.00822961,0.00825301,0.00803305,0.00781568,0.007543,0.00713082,0.00664974,0.00638268,0.00632145,0.00632333,0.00620136,0.00634332,0.00630565,0.00646636,0.00673161,0.00694053,0.00704511,0.006881,0.00665537,0.00662601,0.00669383,0.00686359
Hombres,51,0.01445295,0.01349325,0.01306263,0.01280399,0.01248078,0.01212092,0.01206696,0.01194706,0.01164128,0.01160007,0.01160088,0.01131597,0.01102612,0.01049792,0.01009553,0.00992809,0.00947049,0.00928323,0.00939482,0.00935904,0.00920956,0.00898517,0.0089245,0.00887078,0.0088218,0.0088529,0.00861787,0.00839112,0.00810682,0.00766976,0.00716094,0.00687851,0.00681581,0.00682029,0.00668815,0.00683716,0.00679239,0.00695921,0.00724056,0.00746066,0.00756953,0.00739372,0.00715725,0.00712684,0.00720263,0.00738647
Hombres,52,0.01532726,0.01438255,0.01392211,0.01364979,0.01330137,0.0129219,0.01285795,0.01273163,0.01240948,0.0123616,0.01236251,0.01206412,0.01176535,0.01120842,0.01078602,0.01062089,0.01013357,0.00994262,0.01006783,0.01003171,0.00987648,0.00963615,0.00957461,0.00952017,0.00946678,0.00950375,0.00925462,0.00901874,0.00871987,0.00825648,0.00771713,0.00741691,0.0073523,0.00736223,0.00721889,0.00737605,0.0073212,0.00749697,0.00779559,0.00802781,0.00814322,0.00795542,0.0077037,0.00767298,0.0077586,0.00795809
Hombres,53,0.01627753,0.01533492,0.01485226,0.01456658,0.01419951,0.01379134,0.01371865,0.0135841,0.01323326,0.0131865,0.01318759,0.01287544,0.01256169,0.01198021,0.01153583,0.01136754,0.01086287,0.01066452,0.01080283,0.01077035,0.01060587,0.01034765,0.01028334,0.0102238,0.01017155,0.01021005,0.00994914,0.00969837,0.00938468,0.00889455,0.00831692,0.00800092,0.00793814,0.00794986,0.00779593,0.00796398,0.00789845,0.00808223,0.00839954,0.00864764,0.00877025,0.00856689,0.00830132,0.00827041,0.00836361,0.00858078
Hombres,54,0.01730592,0.01637113,0.01586535,0.01555988,0.01516728,0.01472965,0.01465443,0.01450642,0.01413595,0.01408189,0.01408906,0.01375579,0.01342617,0.01281311,0.01235164,0.01218447,0.01164965,0.01144277,0.01160069,0.01157166,0.01139675,0.01111662,0.01104885,0.01099128,0.01093269,0.01097749,0.01070269,0.01043634,0.0101051,0.00958707,0.00897311,0.00863718,0.0085727,0.00858907,0.00842011,0.00859961,0.00852611,0.00871887,0.00905589,0.00932048,0.0094499,0.00923221,0.00895137,0.00891912,0.00902271,0.00925765
Hombres,55,0.01841894,0.01749443,0.01694956,0.01662488,0.0162088,0.01574201,0.01565944,0.01550415,0.01510055,0.01505151,0.01505925,0.01470622,0.01436588,0.01371841,0.01323531,0.01307038,0.01250576,0.0122928,0.01247088,0.01244141,0.01225468,0.01195985,0.01188507,0.01182035,0.0117638,0.01181314,0.01151753,0.01123974,0.01088754,0.01033481,0.0096791,0.00932351,0.00926058,0.00928062,0.00910067,0.00929132,0.00920617,0.00941179,0.00977026,0.0100511,0.01019141,0.00995712,0.00965809,0.00962669,0.00974039,0.00999283
Hombres,56,0.01961984,0.01870103,0.01813348,0.0177823,0.017335,0.01684185,0.01675451,0.01657887,0.0161538,0.0160981,0.01611111,0.01574387,0.01538247,0.01469865,0.01419721,0.01402901,0.01343609,0.01321964,0.01341086,0.01338487,0.01318615,0.01286976,0.01279195,0.01272092,0.01266186,0.01271735,0.01240253,0.01210515,0.01173476,0.01114783,0.01044588,0.01006938,0.01000643,0.01003078,0.009836,0.0100394,0.00994688,0.01016232,0.01054621,0.01084719,0.01099635,0.01074458,0.01042533,0.01039373,0.01051923,0.01079197
Hombres,57,0.02092659,0.02000399,0.0194036,0.01903506,0.01855096,0.01802341,0.01792799,0.01774335,0.01728275,0.01722777,0.0172437,0.01685704,0.01648592,0.01576121,0.01523385,0.01507306,0.01444542,0.0142186,0.01443158,0.01440534,0.01419741,0.01385264,0.01377057,0.01370272,0.01363244,0.01369484,0.01335717,0.01304345,0.0126525,0.01202397,0.01127683,0.01087667,0.01081316,0.01084397,0.01063416,0.0108542,0.01074671,0.01097741,0.01138688,0.01171017,0.01186903,0.01160118,0.01126025,0.01122851,0.01136658,0.01166055
Hombres,58,0.02233506,0.02142091,0.02077403,0.02037999,0.01986696,0.01930108,0.01919102,0.01899435,0.0185087,0.01844264,0.01846985,0.01805772,0.01767265,0.01690836,0.01636107,0.01619616,0.01553468,0.01530103,0.01553691,0.01551579,0.01529231,0.01492086,0.01483362,0.01475782,0.01469086,0.01475601,0.01439458,0.0140619,0.01364565,0.01297459,0.01217349,0.01174856,0.01168737,0.01172412,0.01150009,0.01173546,0.01161689,0.01186102,0.01229916,0.01264647,0.01281696,0.012529,0.01216574,0.01213437,0.01228457,0.0126024
Hombres,59,0.02384578,0.02293989,0.02224271,0.02182899,0.02128104,0.02067636,0.0205648,0.02034225,0.01982031,0.01975717,0.01979306,0.01936147,0.01894984,0.01815347,0.01757187,0.01741368,0.0167154,0.01647153,0.01673678,0.01671086,0.01647466,0.01607918,0.01598424,0.01590391,0.01582908,0.01590314,0.0155173,0.01516028,0.01471685,0.01400156,0.01314327,0.01269309,0.01263247,0.01267886,0.01243502,0.01268863,0.01255913,0.01281964,0.01329032,0.01365877,0.01384307,0.01353314,0.01314834,0.01311717,0.01327834,0.01362158
Hombres,60,0.02548749,0.0245838,0.02383253,0.02339581,0.02280682,0.02215373,0.02203327,0.02179931,0.02123546,0.02117532,0.02121158,0.0207561,0.02033893,0.01948809,0.01888855,0.01873399,0.01799079,0.0177369,0.01802978,0.01801299,0.01775769,0.01733261,0.01722815,0.01714626,0.01706617,0.0171429,0.01672727,0.01634965,0.01587346,0.0151115,0.01419379,0.01371239,0.0136551,0.01370864,0.0134503,0.01372194,0.01357916,0.01385495,0.01436109,0.01475746,0.01495648,0.01462363,0.01421124,0.01418026,0.01435781,0.01472623
Hombres,61,0.02725752,0.02635264,0.02555579,0.02507211,0.02444705,0.02375129,0.02361171,0.02336875,0.02276924,0.02269965,0.02274591,0.0222732,0.02182266,0.02093703,0.020306,0.02015281,0.01937035,0.01910815,0.01943331,0.01941352,0.01914375,0.0186865,0.01857852,0.01848618,0.01839789,0.01848055,0.01803687,0.01762881,0.01712798,0.01631205,0.01532677,0.01481553,0.01476037,0.01482608,0.01454751,0.0148379,0.01468257,0.01497673,0.01552198,0.0159476,0.01616178,0.01580395,0.01536654,0.01533361,0.01552591,0.015923
Hombres,62,0.02916538,0.02825472,0.02739523,0.02688404,0.02621793,0.02546121,0.0253181,0.02504657,0.02440167,0.024342,0.02439828,0.02389146,0.02343179,0.0224979,0.02183291,0.02168762,0.0208572,0.02059218,0.02094575,0.0209316,0.02064482,0.02015035,0.02003177,0.01993329,0.01983798,0.01992951,0.01944719,0.01901594,0.01847934,0.01760641,0.01655502,0.01600872,0.01595807,0.01603216,0.01573483,0.0160502,0.01587326,0.01619205,0.01677852,0.01723629,0.01746739,0.01708088,0.01661449,0.01658003,0.01679104,0.01721907
Hombres,63,0.03121822,0.0302905,0.02938243,0.0288253,0.02811596,0.0273121,0.02714754,0.02686065,0.02617414,0.02610434,0.02617037,0.02564697,0.02516279,0.02417763,0.02348376,0.02334748,0.02246983,0.02219065,0.02258168,0.02257341,0.02226365,0.0217333,0.02160564,0.02149901,0.02139907,0.02149435,0.02097852,0.02051236,0.01994165,0.0190043,0.01787738,0.01729968,0.01725251,0.01733619,0.01701473,0.01735698,0.01716501,0.01750659,0.01813735,0.01863331,0.01888007,0.01846666,0.01796434,0.01793259,0.01816242,0.01862165
Hombres,64,0.03343475,0.03250278,0.03150649,0.03092022,0.03015611,0.02929244,0.02912111,0.02881136,0.02807394,0.02799605,0.02808633,0.02752642,0.02702587,0.02598112,0.02525919,0.02513435,0.02420451,0.0239152,0.0243443,0.02434421,0.02401316,0.02343955,0.02330563,0.02319216,0.02307811,0.02318534,0.02262519,0.02212962,0.02151799,0.02051505,0.01930363,0.0186874,0.01864664,0.01874545,0.01840383,0.01876986,0.01856298,0.01893116,0.01960695,0.02013968,0.02041073,0.01996253,0.01942877,0.01939479,0.01964459,0.02014077
Hombres,65,0.0358103,0.03486102,0.03379884,0.03317013,0.03235774,0.03142854,0.03123935,0.03089989,0.0301093,0.03003581,0.03013211,0.02955014,0.02903639,0.02793858,0.02718191,0.02706384,0.02607791,0.02577893,0.02624883,0.02625107,0.0259022,0.02528208,0.02513821,0.02501207,0.02489129,0.02500238,0.02440492,0.02387464,0.02321367,0.02214149,0.02084871,0.02019351,0.02015871,0.02027207,0.01990533,0.02030198,0.02007404,0.02046964,0.02119956,0.02177334,0.02206553,0.02158323,0.02101016,0.02097897,0.02124954,0.02178024
Hombres,66,0.03836699,0.03740139,0.03626435,0.0355978,0.03470563,0.03371654,0.03351437,0.03314966,0.03229576,0.03222838,0.03234511,0.03173164,0.03118649,0.03003437,0.0292418,0.02914154,0.02809805,0.02779028,0.028309,0.02831249,0.02793798,0.02727507,0.02711856,0.02698252,0.02685472,0.02697336,0.02632619,0.02575475,0.0250501,0.02390297,0.02251154,0.02181771,0.02178694,0.02192131,0.02152567,0.02195467,0.02171002,0.02213275,0.02291975,0.02354045,0.02385296,0.02333571,0.02272006,0.02269057,0.02298468,0.02355597
Hombres,67,0.04112881,0.04013431,0.03890589,0.03819342,0.03724924,0.03618313,0.03594944,0.035563,0.03464861,0.03458197,0.03471667,0.03407255,0.03350959,0.03229645,0.03146664,0.03137587,0.03027071,0.02996216,0.03052875,0.03054407,0.03013859,0.02942288,0.02925497,0.02911285,0.02896685,0.02909195,0.02839287,0.0277821,0.02703091,0.02579817,0.02431192,0.02356474,0.02354784,0.02369727,0.02327561,0.02374364,0.02347648,0.02392946,0.02477638,0.02544556,0.02578347,0.02522654,0.02457004,0.02453905,0.02486122,0.02547527
Hombres,68,0.0440903,0.04308229,0.04175879,0.04096844,0.03996522,0.03882093,0.03857593,0.03814724,0.03717041,0.03709805,0.03725914,0.03657788,0.03600916,0.03472218,0.0338608,0.03379612,0.03262707,0.03229606,0.03292615,0.03294855,0.03251222,0.03173668,0.03155861,0.03140662,0.0312507,0.03138314,0.03062974,0.02996831,0.02916484,0.02784362,0.0262484,0.02545628,0.02544919,0.02562402,0.02517161,0.02567544,0.02538271,0.02587232,0.02678545,0.02750971,0.0278728,0.02727576,0.0265694,0.02654148,0.02688705,0.02754935
Hombres,69,0.04728213,0.04622052,0.04480416,0.04396705,0.04288284,0.0416645,0.04138401,0.04091874,0.03987967,0.03980978,0.03999116,0.03928709,0.03869654,0.03732967,0.03643851,0.03639561,0.03515286,0.03482235,0.03550401,0.03553464,0.0350696,0.03423304,0.03404497,0.03387376,0.03370628,0.03384847,0.03303396,0.03232605,0.03146497,0.03005029,0.02834009,0.02749953,0.02750285,0.02769853,0.0272115,0.02775822,0.02744175,0.02797067,0.02895928,0.02973961,0.03013132,0.02948412,0.02873385,0.02870451,0.02907979,0.02979333
Hombres,70,0.0506964,0.0496005,0.04807486,0.0471793,0.04600891,0.0446957,0.04440978,0.04391626,0.042797,0.04272748,0.04292527,0.04218792,0.04157263,0.04014306,0.03922021,0.03918866,0.0378858,0.03753844,0.03829452,0.03832795,0.03783465,0.03693524,0.03671957,0.03654904,0.036361,0.03651184,0.03562988,0.03487305,0.03394922,0.0324325,0.03059554,0.02970281,0.02971844,0.0299367,0.02942091,0.0300127,0.0296697,0.03023915,0.03130474,0.0321478,0.03257158,0.0318751,0.03106863,0.03104642,0.03144918,0.03221353
Hombres,71,0.0543642,0.05324443,0.05158691,0.0506328,0.04937993,0.04795907,0.04765362,0.04710693,0.04591517,0.04584149,0.04607036,0.04531039,0.04466497,0.0431709,0.04220759,0.04219815,0.04082115,0.04046468,0.04129136,0.04134763,0.04080496,0.0398453,0.03960546,0.03942129,0.03922357,0.03937718,0.03842332,0.03761573,0.03662418,0.03499591,0.03302345,0.03207206,0.03210804,0.03235647,0.03180839,0.03245232,0.03207793,0.03269098,0.03383758,0.03474462,0.03520783,0.0344556,0.03359167,0.03356882,0.03401135,0.03483184
Hombres,72,0.05832921,0.05711908,0.05534108,0.05431572,0.0529779,0.05147086,0.05112945,0.05054398,0.04924633,0.04918411,0.04945193,0.04864804,0.04799927,0.04642175,0.04541435,0.0454412,0.04398181,0.04361449,0.04452669,0.04459003,0.04401471,0.04297133,0.04272672,0.04252378,0.04230038,0.04246334,0.04144149,0.04056514,0.03950976,0.0377587,0.03564394,0.03463628,0.03468328,0.03497445,0.03437902,0.03507861,0.03467086,0.03533635,0.03657385,0.03755516,0.03805362,0.03724684,0.03631937,0.03630209,0.03677993,0.03766103
Hombres,73,0.06256609,0.06129705,0.05940058,0.05827765,0.05684094,0.05523016,0.05483963,0.05421934,0.05284246,0.05277718,0.05308492,0.05224616,0.05157346,0.04991151,0.04886522,0.04892857,0.04738674,0.04701818,0.04800574,0.04808825,0.04746997,0.04634312,0.04607736,0.04585434,0.04561406,0.04578794,0.04468133,0.04374428,0.04261003,0.04073715,0.03847683,0.03739885,0.03747101,0.03778686,0.03715867,0.03791682,0.03747536,0.03819225,0.03953309,0.04059068,0.04112527,0.04025677,0.03926411,0.03924665,0.03976617,0.04071008
Hombres,74,0.06710175,0.06576869,0.06372732,0.06253679,0.06101187,0.05925454,0.05883345,0.05815996,0.05667655,0.05663174,0.05697056,0.05609234,0.05541494,0.05366884,0.05257066,0.05268972,0.05105313,0.05066795,0.05174844,0.05185941,0.05119044,0.04998321,0.04969031,0.04945521,0.04919947,0.04937412,0.04818195,0.04716809,0.04595428,0.04394875,0.04151947,0.04037942,0.04047095,0.04083213,0.04015917,0.04097958,0.04050307,0.04127311,0.04272188,0.04386121,0.04444678,0.04350708,0.04244864,0.04243075,0.04298987,0.04400585
Hombres,75,0.07198412,0.07056257,0.06835728,0.06708802,0.06544502,0.06356109,0.06312984,0.06239308,0.0608069,0.06076719,0.06114387,0.06023615,0.05953212,0.05770033,0.05656331,0.05673311,0.05499531,0.05459688,0.05579383,0.05591384,0.05520585,0.05390159,0.05358892,0.05333676,0.0530491,0.0532414,0.0519458,0.05085761,0.04956303,0.0474026,0.04479801,0.04358478,0.04370884,0.04411676,0.04339674,0.04427814,0.04376919,0.04460244,0.04616564,0.04739613,0.04802611,0.04701995,0.04588052,0.04586871,0.04647471,0.04756073
Hombres,76,0.07719536,0.07570936,0.07333608,0.07195418,0.07021894,0.06821375,0.06772164,0.06690998,0.06523659,0.06518211,0.06560962,0.06467828,0.0639689,0.06203447,0.06086034,0.06106621,0.05923612,0.05885131,0.0601391,0.06028439,0.05953451,0.05812303,0.05777955,0.05750299,0.05719096,0.05739257,0.05599758,0.05483413,0.05343728,0.05112564,0.04833148,0.04703806,0.0471893,0.04765075,0.0468812,0.04784961,0.04729503,0.04819032,0.04987371,0.05120968,0.05189047,0.0508027,0.04958525,0.04957611,0.05023415,0.05140002
Hombres,77,0.08281944,0.08120089,0.07863812,0.07718723,0.07530794,0.073139,0.07261606,0.07177132,0.06997388,0.06993448,0.07039999,0.06942351,0.06870852,0.06668794,0.06545599,0.06573358,0.0637904,0.06338453,0.06480633,0.06498808,0.06417762,0.06264783,0.06230454,0.06198904,0.06165707,0.06186985,0.06035189,0.05909532,0.05761054,0.05514127,0.05214422,0.0507702,0.05094514,0.05145771,0.05064207,0.05169042,0.05109519,0.05206176,0.05388493,0.05531509,0.05605073,0.05489128,0.05357919,0.05357789,0.05428465,0.05553894
Hombres,78,0.08879384,0.08708376,0.08432286,0.08274087,0.08074412,0.07844392,0.0778671,0.07693965,0.07501212,0.07498359,0.07552813,0.07449969,0.07376294,0.07165971,0.0703954,0.0707245,0.06867037,0.0682823,0.06981733,0.0700283,0.069175,0.06753674,0.0671475,0.06682822,0.06644315,0.06667443,0.06503544,0.06369727,0.06208774,0.05943995,0.05622994,0.05476784,0.0549881,0.05556151,0.05470054,0.05583193,0.05519508,0.05623444,0.05819931,0.05974952,0.06054465,0.05929367,0.05788772,0.05789415,0.05865942,0.06000577
Hombres,79,0.09524565,0.09334778,0.09038757,0.08872273,0.08657473,0.08408833,0.08343245,0.08247084,0.08040419,0.08037198,0.08101391,0.07994353,0.07920523,0.07698703,0.07567767,0.07609333,0.07390973,0.07352567,0.07521234,0.07545291,0.07454631,0.07277963,0.07235544,0.07200492,0.07159511,0.07183074,0.0700835,0.06863585,0.06691467,0.06407408,0.06061997,0.05906811,0.05933289,0.05997518,0.05905554,0.06028965,0.05960293,0.06073174,0.06284899,0.0645247,0.06538455,0.06403914,0.06252788,0.06254516,0.06337363,0.0648141
Hombres,80,0.10209889,0.10005812,0.09684715,0.09507047,0.09279284,0.09013263,0.08941651,0.08836672,0.08615863,0.08618412,0.08686551,0.08575059,0.08502815,0.08267853,0.08134475,0.08182861,0.07955381,0.07914232,0.08100341,0.0812833,0.08029316,0.07840183,0.07796652,0.0775858,0.0771465,0.07738856,0.07548739,0.0739424,0.07210202,0.06905267,0.06536435,0.06369783,0.06401081,0.06473019,0.06374985,0.06509862,0.06434557,0.06557818,0.06785763,0.06967654,0.07061,0.06914559,0.06753942,0.06755533,0.06844546,0.06999297
Hombres,81,0.1093982,0.10722927,0.10379044,0.10185323,0.099407,0.09656889,0.09582881,0.09466364,0.09233913,0.09234155,0.09312531,0.09196544,0.09123984,0.08879684,0.08742711,0.0880012,0.08557632,0.08519776,0.08721308,0.08753345,0.0865025,0.08446048,0.08399299,0.08358546,0.08311394,0.08333946,0.08129893,0.07962627,0.07767253,0.07439507,0.07043358,0.06868615,0.06904256,0.06984802,0.06882085,0.07026491,0.06946229,0.07078909,0.07326392,0.07521584,0.07621987,0.07466503,0.07292194,0.07296041,0.07392059,0.07557622
Hombres,82,0.11720455,0.11489758,0.11117887,0.1091255,0.10651944,0.10345074,0.10267752,0.10141275,0.0989187,0.09894974,0.09978147,0.09864421,0.09792788,0.09533012,0.09392685,0.09460842,0.09207695,0.09170578,0.09386599,0.09424468,0.09316244,0.09096538,0.09045559,0.09000814,0.08951619,0.08975351,0.08754859,0.08575941,0.08366457,0.08015278,0.07590717,0.07405452,0.07446118,0.07536685,0.07425593,0.07582767,0.07498027,0.07640244,0.07907821,0.08117904,0.08227551,0.08059105,0.0787318,0.07876708,0.07980931,0.08159226
Hombres,83,0.12561721,0.12310317,0.11906817,0.11685728,0.11405539,0.11085208,0.10995476,0.10858114,0.10591251,0.10598982,0.10694495,0.10574633,0.10503261,0.10236035,0.10092142,0.10170691,0.09901415,0.09863738,0.10102744,0.10145655,0.1002812,0.09795002,0.09741663,0.09692739,0.09636513,0.09664928,0.09426531,0.09232543,0.09006529,0.08632305,0.08177508,0.07979272,0.08028214,0.08127997,0.08011402,0.08182351,0.08090682,0.08244653,0.08532835,0.08760759,0.08878121,0.08698595,0.08497625,0.08503442,0.08615198,0.08805287
Hombres,84,0.1346004,0.13177923,0.12746433,0.12509511,0.12215631,0.11864567,0.11769695,0.11630591,0.11346693,0.11351217,0.11455883,0.11339544,0.11263386,0.10984246,0.10837706,0.10929727,0.10648299,0.10611765,0.10871898,0.10921671,0.1079483,0.10542892,0.10487362,0.10436616,0.10376223,0.10402522,0.10146683,0.09939158,0.09695724,0.09294721,0.088066,0.08597959,0.08655076,0.08763035,0.08640467,0.08825974,0.08726925,0.08895003,0.09205322,0.09451662,0.09578048,0.0938486,0.09170653,0.09176913,0.092981,0.09502
Hombres,85,0.14431215,0.14116965,0.13656466,0.13403104,0.13095135,0.12711933,0.12611733,0.12470975,0.12169355,0.12170462,0.12284719,0.12172299,0.12091155,0.11799731,0.11650591,0.11756871,0.11462913,0.1142767,0.11709991,0.11767032,0.11630446,0.11358776,0.11300995,0.11248388,0.11183629,0.11207609,0.10933493,0.10711786,0.10450047,0.10020905,0.09497681,0.09278141,0.09343979,0.09460582,0.09331768,0.09532676,0.09425829,0.09608846,0.09942502,0.10208254,0.10344134,0.10136573,0.09908479,0.09915207,0.10046347,0.10264766
Hombres,86,0.15481705,0.1513395,0.14643493,0.14373117,0.14050701,0.13633991,0.13528286,0.1338598,0.13065983,0.13063457,0.13187736,0.13079659,0.12993336,0.12689289,0.12537621,0.12658951,0.12352121,0.12318328,0.1262388,0.12688598,0.12541838,0.12249541,0.12189459,0.12134956,0.12065639,0.12087083,0.11793874,0.11557351,0.11276424,0.10817789,0.10257674,0.10026749,0.10101872,0.10227593,0.10092267,0.1030943,0.10194364,0.10393163,0.10751361,0.11037521,0.11183362,0.10960724,0.107181,0.1072532,0.10866939,0.11100576
Hombres,87,0.16618583,0.16236031,0.15714758,0.15426843,0.15089679,0.14638146,0.14526774,0.14383055,0.14044064,0.14037686,0.14172407,0.14069123,0.13977438,0.13660475,0.13506377,0.13643544,0.13323548,0.13291371,0.13621165,0.13693967,0.13536622,0.13222837,0.13160411,0.13103989,0.13029927,0.13048611,0.1273552,0.1248357,0.12182594,0.11693139,0.11094358,0.10851576,0.10936566,0.1107188,0.10929784,0.11164058,0.11040351,0.11255781,0.11639711,0.11947264,0.12103524,0.11865116,0.1160734,0.11615074,0.11767693,0.12017232
